Label,ICD_TYPE,ICD_TYPE_CLEAN,Mapping_Conversion,ICD_CODE,CODE_Reference,ICD Definition,Group,CCSR Category,Exclude
Localized Tumor,ICD-10-CM,ICD10CM,,C72.32,C7232,Malignant neoplasm of left optic nerve,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C72.40,C7240,Malignant neoplasm of unspecified acoustic nerve,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C72.41,C7241,Malignant neoplasm of right acoustic nerve,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C72.42,C7242,Malignant neoplasm of left acoustic nerve,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C72.50,C7250,Malignant neoplasm of unspecified cranial nerve,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C72.59,C7259,Malignant neoplasm of other cranial nerves,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C72.9,C729,Malignant neoplasm of central nervous system,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C73,C73,Malignant neoplasm of thyroid gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C74.00,C7400,Malignant neoplasm of cortex of unspecified adrenal gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C74.01,C7401,Malignant neoplasm of cortex of right adrenal gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C74.02,C7402,Malignant neoplasm of cortex of left adrenal gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C74.10,C7410,Malignant neoplasm of medulla of unspecified adrenal gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C74.11,C7411,Malignant neoplasm of medulla of right adrenal gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C74.12,C7412,Malignant neoplasm of medulla of left adrenal gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C74.90,C7490,Malignant neoplasm of unsp part of unspecified adrenal gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C74.91,C7491,Malignant neoplasm of unsp part of right adrenal gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C74.92,C7492,Malignant neoplasm of unspecified part of left adrenal gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C75.0,C750,Malignant neoplasm of parathyroid gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C75.1,C751,Malignant neoplasm of pituitary gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C75.2,C752,Malignant neoplasm of craniopharyngeal duct,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C75.3,C753,Malignant neoplasm of pineal gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C75.4,C754,Malignant neoplasm of carotid body,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C75.5,C755,Malignant neoplasm of aortic body and other paraganglia,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C75.8,C758,Malignant neoplasm with pluriglandular involvement,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C75.9,C759,Malignant neoplasm of endocrine gland,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C76.0,C760,Malignant neoplasm of head,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C76.1,C761,Malignant neoplasm of thorax,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C76.2,C762,Malignant neoplasm of abdomen,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C76.3,C763,Malignant neoplasm of pelvis,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C76.40,C7640,Malignant neoplasm of unspecified upper limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C76.41,C7641,Malignant neoplasm of right upper limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C76.42,C7642,Malignant neoplasm of left upper limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C76.50,C7650,Malignant neoplasm of unspecified lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C76.51,C7651,Malignant neoplasm of right lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C76.52,C7652,Malignant neoplasm of left lower limb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C76.8,C768,Malignant neoplasm of other specified ill-defined sites,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.00,C8100,Nodular lymphocyte predominant Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.01,C8101,Nodlr lymphocy predom Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.02,C8102,Nodular lymphocy predom Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.03,C8103,Nodular lymphocyte predom Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.04,C8104,Nodlr lymphocy predom Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.05,C8105,Nodlr lymphocy predom Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.06,C8106,Nodular lymphocyte predom Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.07,C8107,Nodular lymphocyte predominant Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.08,C8108,Nodular lymphocyte predom Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.09,C8109,Nodlr lymphocy predom Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.0A,C810A,Nodular lymphocyte predom Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.10,C8110,Nodular sclerosis Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.11,C8111,Nodlr scler Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.12,C8112,Nodular sclerosis Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.13,C8113,Nodular sclerosis Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.14,C8114,Nodlr scler Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.15,C8115,Nodlr scler Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.16,C8116,Nodular sclerosis Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.17,C8117,Nodular sclerosis Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.18,C8118,Nodular sclerosis Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.19,C8119,Nodlr scler Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.1A,C811A,Nodular sclerosis Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.20,C8120,Mixed cellularity Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.21,C8121,Mix cellular Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.22,C8122,Mixed cellular Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.23,C8123,Mixed cellular Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.24,C8124,Mix cellular Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.25,C8125,Mix cellular Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.26,C8126,Mixed cellular Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.27,C8127,Mixed cellularity Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.28,C8128,Mixed cellular Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.29,C8129,Mix cellular Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.2A,C812A,Mixed cellularity Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.30,C8130,Lymphocyte depleted Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.31,C8131,Lymphocy deplet Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.32,C8132,Lymphocy depleted Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.33,C8133,Lymphocy depleted Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.34,C8134,Lymphocy deplet Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.35,C8135,Lymphocy deplet Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.36,C8136,Lymphocy depleted Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.37,C8137,Lymphocyte depleted Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.38,C8138,Lymphocy depleted Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.39,C8139,Lymphocy deplet Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.3A,C813A,Lymphocyte depleted Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.40,C8140,Lymphocyte-rich Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.41,C8141,Lymp-rich Hodgkin lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.42,C8142,Lymp-rich Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.43,C8143,Lymp-rich Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.44,C8144,Lymp-rich Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.45,C8145,Lymp-rich Hdgkn lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.46,C8146,Lymp-rich Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.47,C8147,Lymphocyte-rich Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.48,C8148,Lymp-rich Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.49,C8149,Lymp-rich Hodgkin lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.4A,C814A,Lymphocyte-rich Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.70,C8170,Other Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.71,C8171,Oth Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.72,C8172,Other Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.73,C8173,Oth Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.74,C8174,Oth Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.75,C8175,Oth Hodgkin lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.76,C8176,Other Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.77,C8177,Other Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.78,C8178,Oth Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.79,C8179,Oth Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.7A,C817A,Other Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.90,C8190,Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.91,C8191,Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.92,C8192,Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.93,C8193,Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.94,C8194,Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.95,C8195,Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.96,C8196,Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.97,C8197,Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.98,C8198,Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.99,C8199,Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C81.9A,C819A,Hodgkin lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.00,C8200,Follicular lymphoma grade I,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.01,C8201,Follicular lymphoma grade I,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.02,C8202,Follicular lymphoma grade I,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.03,C8203,Follicular lymphoma grade I,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.04,C8204,Follicular lymphoma grade I,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.05,C8205,Foliclar lymph grade I,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.06,C8206,Follicular lymphoma grade I,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.07,C8207,Follicular lymphoma grade I,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.08,C8208,Follicular lymphoma grade I,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.09,C8209,Follicular lymphoma grade I,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.0A,C820A,Follicular lymphoma grade I,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.10,C8210,Follicular lymphoma grade II,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.11,C8211,Follicular lymphoma grade II,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.12,C8212,Follicular lymphoma grade II,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.13,C8213,Follicular lymphoma grade II,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.14,C8214,Follicular lymphoma grade II,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.15,C8215,Foliclar lymph grade II,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.16,C8216,Follicular lymphoma grade II,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.17,C8217,Follicular lymphoma grade II,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.18,C8218,Follicular lymphoma grade II,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.19,C8219,Follicular lymphoma grade II,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.1A,C821A,Follicular lymphoma grade II,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.20,C8220,Follicular lymphoma grade III,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.21,C8221,Foliclar lymph grade III,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.22,C8222,Follicular lymphoma grade III,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.23,C8223,Follicular lymphoma grade III,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.24,C8224,Foliclar lymph grade III,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.25,C8225,Foliclar lymph grade III,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.26,C8226,Follicular lymphoma grade III,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.27,C8227,Follicular lymphoma grade III,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.28,C8228,Follicular lymphoma grade III,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.29,C8229,Foliclar lymph grade III,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.2A,C822A,Follicular lymphoma grade III,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.30,C8230,Follicular lymphoma grade IIIa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.31,C8231,Foliclar lymphoma grade IIIa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.32,C8232,Follicular lymphoma grade IIIa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.33,C8233,Follicular lymphoma grade IIIa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.34,C8234,Foliclar lymphoma grade IIIa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.35,C8235,Foliclar lymph grade IIIa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.36,C8236,Follicular lymphoma grade IIIa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.37,C8237,Follicular lymphoma grade IIIa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.38,C8238,Follicular lymphoma grade IIIa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.39,C8239,Foliclar lymphoma grade IIIa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.3A,C823A,Follicular lymphoma grade IIIa,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.40,C8240,Follicular lymphoma grade IIIb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.41,C8241,Foliclar lymphoma grade IIIb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.42,C8242,Follicular lymphoma grade IIIb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.43,C8243,Follicular lymphoma grade IIIb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.44,C8244,Foliclar lymphoma grade IIIb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.45,C8245,Foliclar lymph grade IIIb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.46,C8246,Follicular lymphoma grade IIIb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.47,C8247,Follicular lymphoma grade IIIb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.48,C8248,Follicular lymphoma grade IIIb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.49,C8249,Foliclar lymphoma grade IIIb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.4A,C824A,Follicular lymphoma grade IIIb,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.50,C8250,Diffuse follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.51,C8251,Diffuse folicl center lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.52,C8252,Diffuse follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.53,C8253,Diffuse follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.54,C8254,Diffuse folicl center lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.55,C8255,Diffus folicl cntr lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.56,C8256,Diffuse follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.57,C8257,Diffuse follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.58,C8258,Diffuse follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.59,C8259,Diffuse folicl center lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.5A,C825A,Diffuse follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.60,C8260,Cutaneous follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.61,C8261,Cutan folicl center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.62,C8262,Cutaneous follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.63,C8263,Cutaneous follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.64,C8264,Cutan folicl center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.65,C8265,Cutan folicl cntr lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.66,C8266,Cutaneous follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.67,C8267,Cutaneous follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.68,C8268,Cutaneous follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.69,C8269,Cutan folicl center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.6A,C826A,Cutaneous follicle center lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.80,C8280,Other types of follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.81,C8281,Oth types of foliclar lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.82,C8282,Oth types of follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.83,C8283,Oth types of follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.84,C8284,Oth types of foliclar lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.85,C8285,Oth types of foliclar lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.86,C8286,Other types of follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.87,C8287,Other types of follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.88,C8288,Oth types of follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.89,C8289,Oth types of foliclar lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.8A,C828A,Other types of follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.90,C8290,Follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.91,C8291,Follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.92,C8292,Follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.93,C8293,Follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.94,C8294,Follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.95,C8295,Foliclar lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.96,C8296,Follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.97,C8297,Follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.98,C8298,Follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.99,C8299,Follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C82.9A,C829A,Follicular lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.00,C8300,Small cell B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.01,C8301,Small cell B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.02,C8302,Small cell B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.03,C8303,Small cell B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.04,C8304,Small cell B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.05,C8305,Small cell B-cell lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.06,C8306,Small cell B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.07,C8307,Small cell B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.08,C8308,Small cell B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.09,C8309,Small cell B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.0A,C830A,Small cell B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.10,C8310,Mantle cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.11,C8311,Mantle cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.12,C8312,Mantle cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.13,C8313,Mantle cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.14,C8314,Mantle cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.15,C8315,Mantle cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.16,C8316,Mantle cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.17,C8317,Mantle cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.18,C8318,Mantle cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.19,C8319,Mantle cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.1A,C831A,Mantle cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.30,C8330,Diffuse large B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.31,C8331,Diffuse large B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.32,C8332,Diffuse large B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.33,C8333,Diffuse large B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.34,C8334,Diffuse large B-cell lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.35,C8335,Diffus large B-cell lymph,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.36,C8336,Diffuse large B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.37,C8337,Diffuse large B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.38,C8338,Diffuse large B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.39,C8339,Diffuse large B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.390,C83390,Primary central nervous system lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.398,C83398,Diffuse large B-cell lymph of extrnod and solid organ sites,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.3A,C833A,Diffuse large B-cell lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.50,C8350,Lymphoblastic (diffuse) lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.51,C8351,Lymphoblastic lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.52,C8352,Lymphoblastic (diffuse) lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.53,C8353,Lymphoblastic (diffuse) lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.54,C8354,Lymphoblastic lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.55,C8355,Lymphoblastic lymphoma,,,
Localized Tumor,ICD-10-CM,ICD10CM,,C83.56,C8356,Lymphoblastic (diffuse) lymphoma,,,
